District,Constituency,Polling Station,Total,Male,Female,PDF Link
JHAJJAR,65-BADLI,LOHAT,1061,567,494,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650079.PDF
JHAJJAR,65-BADLI,BADHSA,2913,1581,1332,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650081.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650082.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650083.PDF"
JHAJJAR,65-BADLI,KHEDI TALUKA-PATAUDA,2293,1201,1092,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650162.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650163.PDF"
JHAJJAR,65-BADLI,LUHARI,2861,1506,1355,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650169.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650170.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650171.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650172.PDF"
JHAJJAR,65-BADLI,BABEPUR,791,408,383,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650131.PDF
JHAJJAR,65-BADLI,SHAHJAHANPUR,415,213,202,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650004.PDF
JHAJJAR,65-BADLI,MAJRI,2441,1311,1130,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650058.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650059.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650060.PDF"
JHAJJAR,65-BADLI,NANGLA,849,450,399,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650104.PDF
JHAJJAR,65-BADLI,HASANPUR,1283,704,579,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650006.PDF
JHAJJAR,65-BADLI,ISMAILPUR,1552,825,727,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650086.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650087.PDF"
JHAJJAR,65-BADLI,SHAHPUR,532,281,251,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650049.PDF
JHAJJAR,65-BADLI,JAHADPUR,1137,608,529,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650108.PDF
JHAJJAR,65-BADLI,SUBANA,2546,1336,1210,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650127.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650128.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB65/CMB0650129.PDF"
