District,Constituency,Polling Station,Total,Male,Female,PDF Link
FARIDABAD,85-PRITHLA,MIRAPUR,695,365,330,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850136.PDF
FARIDABAD,85-PRITHLA,KABULPUR BANGER,796,430,366,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850057.PDF
FARIDABAD,85-PRITHLA,SAHAJHAPUR,1476,798,678,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850031.PDF
FARIDABAD,85-PRITHLA,BHURJA,857,462,395,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850128.PDF
FARIDABAD,85-PRITHLA,JAWAN,3705,2013,1692,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850103.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850104.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850105.PDF"
FARIDABAD,85-PRITHLA,JALHAKA,1496,823,673,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850144.PDF
FARIDABAD,85-PRITHLA,AALAHAPUR,1614,866,748,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850158.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850159.PDF"
FARIDABAD,85-PRITHLA,AGWANPUR,1232,672,560,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850162.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850163.PDF"
FARIDABAD,85-PRITHLA,ASHAWATI,1465,816,649,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850070.PDF
FARIDABAD,85-PRITHLA,GOPIKHERA,649,350,299,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850146.PDF
FARIDABAD,85-PRITHLA,SOPTA,838,440,398,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850064.PDF
FARIDABAD,85-PRITHLA,JAKOPUR,1213,638,575,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850001.PDF
FARIDABAD,85-PRITHLA,MUJERI,1979,1022,957,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850017.PDF
FARIDABAD,85-PRITHLA,SAMAYPUR,1671,903,768,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850006.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850007.PDF"
FARIDABAD,85-PRITHLA,SIKRONA,946,508,438,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850004.PDF
FARIDABAD,85-PRITHLA,GHAGHOT,1607,905,702,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850143.PDF
FARIDABAD,85-PRITHLA,HARPHALI,1244,672,572,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850063.PDF
FARIDABAD,85-PRITHLA,CHHAPROULA,1571,839,732,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850125.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850126.PDF"
FARIDABAD,85-PRITHLA,LADOLI,1586,852,734,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850078.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850079.PDF"
FARIDABAD,85-PRITHLA,JANOULI,4547,2499,2048,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850152.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850153.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850154.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850155.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850156.PDF"
FARIDABAD,85-PRITHLA,JAJRU,1686,914,772,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850048.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850049.PDF"
FARIDABAD,85-PRITHLA,ASAWATI,2736,1464,1272,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850068.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850069.PDF"
FARIDABAD,85-PRITHLA,SUNPAID,1520,807,713,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850045.PDF
FARIDABAD,85-PRITHLA,KHANDHAWALI,2336,1253,1083,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850008.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850009.PDF"
FARIDABAD,85-PRITHLA,KAKRIPUR,686,367,319,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB85/CMB0850141.PDF
