District,Constituency,Polling Station,Total,Male,Female,PDF Link
SONIPAT,28-GANAUR,CHATIYA AULIYA,1809,977,832,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280156.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280157.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280158.PDF"
SONIPAT,28-GANAUR,JAWAHARI,2301,1261,1040,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280171.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280172.PDF"
SONIPAT,28-GANAUR,DATAULI,4869,2669,2200,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280024.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280025.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280026.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280027.PDF"
SONIPAT,28-GANAUR,JAFARPUR,509,259,250,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280036.PDF
SONIPAT,28-GANAUR,SHEKHPURA,,,,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280112.PDF
SONIPAT,28-GANAUR,UDESHIPUR,1916,1039,877,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280125.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280126.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280127.PDF"
SONIPAT,28-GANAUR,SHAHJADPUR,2262,1246,1016,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280168.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280169.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280170.PDF"
SONIPAT,28-GANAUR,SANDAL KHURD,1158,630,528,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280159.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280160.PDF"
SONIPAT,28-GANAUR,KAMI,,,,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280166.PDF
SONIPAT,28-GANAUR,PURKHAS,,,,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280124.PDF
SONIPAT,28-GANAUR,KHUBRU,,,,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280056.PDF
SONIPAT,28-GANAUR,GHASAULI,3075,1693,1382,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280019.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280020.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280021.PDF"
SONIPAT,28-GANAUR,DABARPUR,741,401,340,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280118.PDF
SONIPAT,28-GANAUR,KURAR IBRAHIMPUR,2927,1585,1342,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280145.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280146.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280147.PDF"
SONIPAT,28-GANAUR,KHIJARPUR AHIR,2844,1547,1297,"http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280058.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280059.PDF, http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280060.PDF"
SONIPAT,28-GANAUR,RAJLUGARHI,,,,http://ceoharyana.nic.in/docs/election/draftroll2018/CMB28/CMB0280133.PDF
